word_index	level	word	pinyin	part_of_speech	pinyin_numbered	pinyin_cc-cedict	traditional_cc-cedict	definition_cc-cedict
3236	5	显示	xiǎnshì	动	xian3 shi4	xian3 shi4	顯示	to show/to illustrate/to display/to demonstrate
3237	5	县	xiàn	名	xian4	xian4	縣	county
3238	5	现场	xiànchǎng	名	xian4 chang3	xian4 chang3	現場	the scene (of a crime, accident etc)/(on) the spot/(at) the site
3239	5	现代	xiàndài	名、形	xian4 dai4	xian4 dai4	現代	Hyundai, South Korean company/modern times/modern age/modern era
3240	5	现代化	xiàndàihuà	动	xian4 dai4 hua4	xian4 dai4 hua4	現代化	modernization/CL:個|个[ge4]
3241	5	线路	xiànlù	名	xian4 lu4	xian4 lu4	線路	(electricity) line; circuit; wire/(traffic) road; track; route
3242	5	现实	xiànshí	名、形	xian4 shi2	xian4 shi2	現實	reality; actuality/real; actual/realistic; pragmatic; materialistic; self-interested
3243	5	现象	xiànxiàng	名	xian4 xiang4	xian4 xiang4	現象	phenomenon/CL:個|个[ge4],種|种[zhong3]/appearance
3244	5	限制	xiànzhì	动、名	xian4 zhi4	xian4 zhi4	限制	to restrict/to limit/to confine/restriction/limit/CL:個|个[ge4]
3245	5	现状	xiànzhuàng	名	xian4 zhuang4	xian4 zhuang4	現狀	current situation
3246	5	乡	xiāng	名	xiang1	xiang1	鄉	country or countryside/native place/home village or town/township (PRC administrative unit)
3247	5	相处	xiāngchǔ	动	xiang1 chu3	xiang1 chu3	相處	to be in contact (with sb)/to associate/to interact/to get along (well, poorly)
3248	5	乡村	xiāngcūn	名	xiang1 cun1	xiang1 cun1	鄉村	rustic/village/countryside
3249	5	相当	xiāngdāng	动、副	xiang1 dang1	xiang1 dang1	相當	equivalent to/appropriate/considerably/to a certain extent/fairly/quite
3250	5	相对	xiāngduì	动、形	xiang1 dui4	xiang1 dui4	相對	relatively/opposite/to resist/to oppose/relative/vis-a-vis/counterpart
3251	5	相关	xiāngguān	动	xiang1 guan1	xiang1 guan1	相關	related/relevant/pertinent/to be interrelated/(statistics) correlation
3252	5	相似	xiāngsì	形	xiang1 si4	xiang1 si4	相似	similar; alike
3253	5	想念	xiǎngniàn	动	xiang3 nian4	xiang3 nian4	想念	to miss/to remember with longing/to long to see again
3254	5	响声	xiǎngshēng	名	xiang3 sheng1	xiang3 sheng1	響聲	noise
3255	5	享受	xiǎngshòu	动	xiang3 shou4	xiang3 shou4	享受	to enjoy/to live it up/pleasure/CL:種|种[zhong3]
3256	5	想象	xiǎngxiàng	动	xiang3 xiang4	xiang3 xiang4	想象	to imagine; to envision/imagination
3257	5	相册	xiàngcè	名	xiang4 ce4	xiang4 ce4	相冊	photo album
3258	5	项目	xiàngmù	名	xiang4 mu4	xiang4 mu4	項目	item/project/(sports) event/CL:個|个[ge4]
3259	5	橡皮	xiàngpí	名	xiang4 pi2	xiang4 pi2	橡皮	rubber/an eraser/CL:塊|块[kuai4]
3260	5	向上	xiàngshàng	动	xiang4 shang4	xiang4 shang4	向上	upward/up/to advance/to try to improve oneself/to make progress
3261	5	象征	xiàngzhēng	动、名	xiang4 zheng1	xiang4 zheng1	象徵	emblem/symbol/token/badge/to symbolize/to signify/to stand for
3262	5	消费	xiāofèi	动	xiao1 fei4	xiao1 fei4	消費	to consume (goods and services, resources etc)
3263	5	消费者	xiāofèizhě	名	xiao1 fei4 zhe3	xiao1 fei4 zhe3	消費者	consumer
3264	5	消化	xiāohuà	动	xiao1 hua4	xiao1 hua4	消化	to digest (food)/(fig.) to absorb (information etc); to assimilate; to process
3265	5	消极	xiāojí	形	xiao1 ji2	xiao1 ji2	消極	negative/passive/inactive
3266	5	销量	xiāoliàng	名	xiao1 liang4	xiao1 liang4	銷量	sales volume
3267	5	消失	xiāoshī	动	xiao1 shi1	xiao1 shi1	消失	to disappear; to fade away
3268	5	销售	xiāoshòu	动	xiao1 shou4	xiao1 shou4	銷售	to sell/to market/sales (representative, agreement etc)
3269	5	小姐	xiǎojiě	名	xiao3 jie3	xiao3 jie5	小姐	young lady/miss/(slang) prostitute/CL:個|个[ge4],位[wei4]
3270	5	小型	xiǎoxíng	形	xiao3 xing2	xiao3 xing2	小型	small scale/small size
3271	5	小于	xiǎoyú	动	xiao3 yu2	xiao3 yu2	小於	less than, <
3272	5	效率	xiàolǜ	名	xiao4 lü4	xiao4 lü4	效率	efficiency
3273	5	斜	xié	形、动	xie2	xie2	斜	inclined/slanting/oblique/tilting
3274	5	协议	xiéyì	动、名	xie2 yi4	xie2 yi4	協議	agreement/pact/protocol/CL:項|项[xiang4]
3275	5	写作	xiězuò	动	xie3 zuo4	xie3 zuo4	寫作	to write/to compose/writing/written works
3276	5	新郎	xīnláng	名	xin1 lang2	xin1 lang2	新郎	bridegroom; groom
3277	5	心理	xīnlǐ	名	xin1 li3	xin1 li3	心理	psychology/mentality
3278	5	新娘	xīnniáng	名	xin1 niang2	xin1 niang2	新娘	bride
3279	5	新人	xīnrén	名	xin1 ren2	xin1 ren2	新人	newcomer; new recruit; fresh talent/newlywed, esp. new bride/newlywed couple; bride and groom/(paleoanthropology) later-period Homo sapiens
3280	5	欣赏	xīnshǎng	动	xin1 shang3	xin1 shang3	欣賞	to appreciate; to enjoy; to admire
3281	5	心态	xīntài	名	xin1 tai4	xin1 tai4	心態	attitude (of the heart)/state of one's psyche/way of thinking/mentality
3282	5	新型	xīnxíng	形	xin1 xing2	xin1 xing2	新型	new type; new kind
3283	5	信封	xìnfēng	名	xin4 feng1	xin4 feng1	信封	envelope/CL:個|个[ge4]
3284	5	信任	xìnrèn	动	xin4 ren4	xin4 ren4	信任	to trust/to have confidence in
3285	5	信用	xìnyòng	名	xin4 yong4	xin4 yong4	信用	trustworthiness/(commerce) credit/(literary) to trust and appoint
3286	5	行程	xíngchéng	名	xing2 cheng2	xing2 cheng2	行程	journey; travel route; itinerary/distance of travel/course (of history)/stroke (of a piston)/(Tw) (computing) process
3287	5	形成	xíngchéng	动	xing2 cheng2	xing2 cheng2	形成	to form; to take shape
3288	5	行动	xíngdòng	动、名	xing2 dong4	xing2 dong4	行動	operation/action/CL:個|个[ge4]/to move about/mobile
3289	5	行人	xíngrén	名	xing2 ren2	xing2 ren2	行人	pedestrian/traveler on foot/passer-by/official responsible for arranging audiences with the emperor
3290	5	形容	xíngróng	动	xing2 rong2	xing2 rong2	形容	to describe/(literary) countenance; appearance
3291	5	形式	xíngshì	名	xing2 shi4	xing2 shi4	形式	outer appearance/form/shape/formality/CL:個|个[ge4]
3292	5	形势	xíngshì	名	xing2 shi4	xing2 shi4	形勢	circumstances/situation/terrain/CL:個|个[ge4]
3293	5	行驶	xíngshǐ	动	xing2 shi3	xing2 shi3	行駛	to travel along a route (of vehicles etc)
3294	5	行为	xíngwéi	名	xing2 wei2	xing2 wei2	行為	action/conduct/behavior/activity
3295	5	形象	xíngxiàng	名、形	xing2 xiang4	xing2 xiang4	形象	image/form/figure/CL:個|个[ge4]/visualization/vivid
3296	5	形状	xíngzhuàng	名	xing2 zhuang4	xing2 zhuang4	形狀	form; shape/CL:個|个[ge4]
3297	5	行走	xíngzǒu	动	xing2 zou3	xing2 zou3	行走	to walk
3298	5	幸运	xìngyùn	名、形	xing4 yun4	xing4 yun4	幸運	fortunate; lucky/good fortune; luck
3299	5	性质	xìngzhì	名	xing4 zhi4	xing4 zhi4	性質	nature/characteristic/CL:個|个[ge4]
3300	5	修改	xiūgǎi	动	xiu1 gai3	xiu1 gai3	修改	to amend/to alter/to modify
3301	5	修建	xiūjiàn	动	xiu1 jian4	xiu1 jian4	修建	to build/to construct
3302	5	休闲	xiūxián	动	xiu1 xian2	xiu1 xian2	休閒	leisure/relaxation/not working/idle/to enjoy leisure/to lie fallow
3303	5	需	xū	动	xu1	xu1	需	to require/to need/to want/necessity/need
3304	5	需求	xūqiú	名	xu1 qiu2	xu1 qiu2	需求	requirement/to require/(economics) demand
3305	5	虚心	xūxīn	形	xu1 xin1	xu1 xin1	虛心	open-minded/humble
3306	5	宣布	xuānbù	动	xuan1 bu4	xuan1 bu4	宣佈/宣布	to declare/to announce/to proclaim/variant of 宣布[xuan1 bu4]
3307	5	宣传	xuānchuán	动	xuan1 chuan2	xuan1 chuan2	宣傳	to disseminate/to give publicity to/propaganda/CL:個|个[ge4]
3308	5	选手	xuǎnshǒu	名	xuan3 shou3	xuan3 shou3	選手	athlete/contestant
3309	5	学分	xuéfēn	名	xue2 fen1	xue2 fen1	學分	course credit
3310	5	学科	xuékē	名	xue2 ke1	xue2 ke1	學科	subject/branch of learning/course/academic discipline
3311	5	学历	xuélì	名	xue2 li4	xue2 li4	學歷	educational background/academic qualifications
3312	5	学年	xuénián	名	xue2 nian2	xue2 nian2	學年	academic year
3313	5	学术	xuéshù	名	xue2 shu4	xue2 shu4	學術	learning/science/academic/CL:個|个[ge4]
3314	5	学者	xuézhě	名	xue2 zhe3	xue2 zhe3	學者	scholar
3315	5	雪糕	xuěgāo	名	xue3 gao1	xue3 gao1	雪糕	ice cream bar; ice cream popsicle
3316	5	询问	xúnwèn	动	xun2 wen4	xun2 wen4	詢問	to inquire
3317	5	寻找	xúnzhǎo	动	xun2 zhao3	xun2 zhao3	尋找	to seek; to look for
3318	5	训练	xùnliàn	动	xun4 lian4	xun4 lian4	訓練	to train/to drill/training/CL:個|个[ge4]
3319	5	迅速	xùnsù	形	xun4 su4	xun4 su4	迅速	rapid/speedy/fast
3320	5	呀	yā	叹	ya1	ya1	呀	ah (used to express surprise)/(onom.) creaking
3321	5	押金	yājīn	名	ya1 jin1	ya1 jin1	押金	deposit/down payment
3322	5	压岁钱	yāsuìqián	名	ya1 sui4 qian2	ya1 sui4 qian2	壓歲錢	money given to children as a gift on Chinese New Year's Eve
3323	5	鸭子	yāzi	名	ya1 zi5	ya1 zi5	鴨子	duck/male prostitute (slang)
3324	5	牙齿	yáchǐ	名	ya2 chi3	ya2 chi3	牙齒	tooth/dental/CL:顆|颗[ke1]
3325	5	沿	yán	介、动、名	yan2	yan2	沿	along/to follow (a line, tradition etc)/to carry on/to trim (a border with braid, tape etc)/border/edge
3326	5	延长	yáncháng	动	yan2 chang2	yan2 chang2	延長	Yanchang county in Yan'an 延安[Yan2 an1], Shaanxi/to prolong/to extend/to delay
3327	5	研发	yánfā	动	yan2 fa1	yan2 fa1	研發	research and development/to develop
3328	5	严肃	yánsù	形、动	yan2 su4	yan2 su4	嚴肅	(of an atmosphere etc) solemn; grave; serious/(of a manner etc) earnest; severe; exacting/to strictly enforce
3329	5	研制	yánzhì	动	yan2 zhi4	yan2 zhi4	研製	to research and manufacture; to research and to develop
3330	5	眼	yǎn	名、量	yan3	yan3	眼	eye (CL:隻|只[zhi1],雙|双[shuang1])/(often used with 一[yi1]) a look; a glance/small hole/(bound form) salient point/classifier for wells, cave-dwellings etc
3331	5	演讲	yǎnjiǎng	动	yan3 jiang3	yan3 jiang3	演講	to give a lecture; to make a speech
3332	5	眼泪	yǎnlèi	名	yan3 lei4	yan3 lei4	眼淚	tear; teardrop/CL:滴[di1]
3333	5	阳台	yángtái	名	yang2 tai2	yang2 tai2	陽台/陽臺	balcony/porch/variant of 陽臺|阳台[yang2 tai2]
3334	5	样式	yàngshì	名	yang4 shi4	yang4 shi4	樣式	type/style
3335	5	腰	yāo	名	yao1	yao1	腰	the waist and lower back/(bound form) kidney of an animal (as food)/the waist of trousers or a skirt/(metonym) money pouch; pocket/(bound form) the middle section of an upright object (mountain, bottle etc)
3336	5	摇	yáo	动	yao2	yao2	搖	surname Yao/to shake/to rock/to row/to crank
3337	5	咬	yǎo	动	yao3	yao3	咬/齩	to bite/to nip/variant of 咬[yao3]
3338	5	要不	yàobù	连	yao4 bu4	yao4 bu4	要不	otherwise/or else/how about...?/either... (or...)
3339	5	要不是	yàobúshì	连	yao4 bu2 shi4	yao4 bu5 shi4	要不是	if it were not for/but for
3340	5	药品	yàopǐn	名	yao4 pin3	yao4 pin3	藥品	medicaments/medicine/drug
3341	5	药物	yàowù	名	yao4 wu4	yao4 wu4	藥物	medicaments/pharmaceuticals/medication/medicine/drug
3342	5	夜间	yèjiān	名	ye4 jian1	ye4 jian1	夜間	nighttime/evening or night (e.g. classes)
3343	5	夜市	yèshì	名	ye4 shi4	ye4 shi4	夜市	night market
3344	5	业务	yèwù	名	ye4 wu4	ye4 wu4	業務	business/professional work/service/CL:項|项[xiang4]
3345	5	业余	yèyú	形	ye4 yu2	ye4 yu2	業餘	in one's spare time/outside working hours/amateur (historian etc)
3346	5	依据	yījù	名、动、介	yi1 ju4	yi1 ju4	依據	according to/basis/foundation
3347	5	依靠	yīkào	动、名	yi1 kao4	yi1 kao4	依靠	to rely on sth (for support etc); to depend on
3348	5	医疗	yīliáo	动	yi1 liao2	yi1 liao2	醫療	medical treatment
3349	5	依然	yīrán	副	yi1 ran2	yi1 ran2	依然	still; as before
3350	5	医学	yīxué	名	yi1 xue2	yi1 xue2	醫學	medicine/medical science/study of medicine
3351	5	移	yí	动	yi2	yi2	移	to move/to shift/to change/to alter/to remove
3352	5	一次性	yícìxìng	形	yi2 ci4 xing4	yi1 ci4 xing4	一次性	one-off (offer)/one-time/single-use/disposable (goods)
3353	5	一代	yídài	名	yi2 dai4	yi1 dai4	一代	generation
3354	5	一旦	yídàn	副	yi2 dan4	yi1 dan4	一旦	in case (sth happens)/if/once (sth happens, then...)/when/in a short time/in one day
3355	5	移动	yídòng	动	yi2 dong4	yi2 dong4	移動	to move/movement/migration/mobile/portable
3356	5	遗憾	yíhàn	名、形	yi2 han4	yi2 han4	遺憾	regret/to regret/to be sorry that
3357	5	一路	yílù	名、副	yi2 lu4	yi1 lu4	一路	the whole journey/all the way/going the same way/going in the same direction/of the same kind
3358	5	一路顺风	yílù-shùnfēng		yi2 lu4 shun4 feng1	yi1 lu4 shun4 feng1	一路順風	to have a pleasant journey (idiom)
3359	5	疑问	yíwèn	名	yi2 wen4	yi2 wen4	疑問	question/interrogation/doubt
3360	5	一致	yízhì	形、副	yi2 zhi4	yi1 zhi4	一致	consistent; unanimous; in agreement/together; in unison
3361	5	乙	yǐ	名	yi3	yi3	乙	second of the ten Heavenly Stems 十天干[shi2 tian1 gan1]/second in order/letter "B" or Roman "II" in list "A, B, C", or "I, II, III" etc/second party (in legal contract, usually 乙方[yi3 fang1], as opposed to 甲方[jia3 fang1])/ethyl/bent/winding/radical in Chinese characters (Kangxi radical 5)/ancient Chinese compass point: 105°
3362	5	以	yǐ	介	yi3	yi3	㕥/㠯/以	abbr. for Israel 以色列[Yi3 se4 lie4]/old variant of 以[yi3]/to use/by means of/according to/in order to/because of/at (a certain date or place)
3362	7-9	以	yǐ	连	yi3	yi3	㕥/㠯/以	abbr. for Israel 以色列[Yi3 se4 lie4]/old variant of 以[yi3]/to use/by means of/according to/in order to/because of/at (a certain date or place)
3363	5	以及	yǐjí	连	yi3 ji2	yi3 ji2	以及	and; as well as
3364	5	以来	yǐlái	名	yi3 lai2	yi3 lai2	以來	since (a previous event)
3365	5	亿	yì	数	yi4	yi4	億	100 million
3366	5	意识	yìshí	动、名	yi4 shi2	yi4 shi2	意識	consciousness; awareness/(usu. followed by 到[dao4]) to be aware of; to realize
3367	5	意外	yìwài	形、名	yi4 wai4	yi4 wai4	意外	unexpected/accident/mishap/CL:個|个[ge4]
3368	5	意味着	yìwèizhe	动	yi4 wei4 zhe5	yi4 wei4 zhe5	意味著	to signify/to mean/to imply
3369	5	义务	yìwù	名、形	yi4 wu4	yi4 wu4	義務	duty; obligation (CL:項|项[xiang4])/volunteer (work etc)
3370	5	意义	yìyì	名	yi4 yi4	yi4 yi4	意義	sense/meaning/significance/importance/CL:個|个[ge4]
3371	5	因而	yīn’ér	连	yin1 er2	yin1 er2	因而	therefore/as a result/thus/and as a result, ...
3372	5	音量	yīnliàng	名	yin1 liang4	yin1 liang4	音量	loudness/volume
3373	5	因素	yīnsù	名	yin1 su4	yin1 su4	因素	element/factor/CL:個|个[ge4]
3374	5	引进	yǐnjìn	动	yin3 jin4	yin3 jin4	引進	to recommend/to introduce (from outside)
3375	5	饮食	yǐnshí	名	yin3 shi2	yin3 shi2	飲食	eating and drinking/food and drink; diet
3376	5	印刷	yìnshuā	动	yin4 shua1	yin4 shua1	印刷	to print/printing
3377	5	应当	yīngdāng	动	ying1 dang1	ying1 dang1	應當	should; ought to
3378	5	迎	yíng	动	ying2	ying2	迎	to welcome; to meet/to forge ahead (esp. in the face of difficulties); to meet face to face
3379	5	迎接	yíngjiē	动	ying2 jie1	ying2 jie1	迎接	to welcome; to greet
3380	5	营养	yíngyǎng	名	ying2 yang3	ying2 yang3	營養	nutrition/nourishment/CL:種|种[zhong3]
3381	5	营业	yíngyè	动	ying2 ye4	ying2 ye4	營業	to do business/to trade
3382	5	影片	yǐngpiàn	名	ying3 pian4	ying3 pian4	影片	a copy of a film/film; motion picture; movie/(Tw) video; video clip/CL:部[bu4]
3383	5	影视	yǐngshì	名	ying3 shi4	ying3 shi4	影視	movies and television
3384	5	硬	yìng	形、副	ying4	ying4	硬	hard; stiff; solid/(fig.) strong; firm/resolutely; uncompromisingly/laboriously; with great difficulty/good (quality); able (person)/(of food) filling; substantial
3385	5	应对	yìngduì	动	ying4 dui4	ying4 dui4	應對	to answer; to reply/to handle; to deal with/response
3386	5	硬件	yìngjiàn	名	ying4 jian4	ying4 jian4	硬件	hardware
3387	5	应用	yìngyòng	动、形	ying4 yong4	ying4 yong4	應用	to put to use; to apply/practical; applied (science, linguistics etc)/application; practical use/(computing) app
3388	5	拥抱	yōngbào	动	yong1 bao4	yong1 bao4	擁抱	to embrace/to hug
3389	5	拥有	yōngyǒu	动	yong1 you3	yong1 you3	擁有	to have; to possess
3390	5	勇气	yǒngqì	名	yong3 qi4	yong3 qi4	勇氣	courage
3391	5	用法	yòngfǎ	名	yong4 fa3	yong4 fa3	用法	usage
3392	5	用户	yònghù	名	yong4 hu4	yong4 hu4	用戶	user/consumer/subscriber/customer
3393	5	用力	yònglì	动	yong4 li4	yong4 li4	用力	to exert oneself physically
3394	5	用品	yòngpǐn	名	yong4 pin3	yong4 pin3	用品	articles for use/products/goods
3395	5	用途	yòngtú	名	yong4 tu2	yong4 tu2	用途	use; application
3396	5	优惠	yōuhuì	形	you1 hui4	you1 hui4	優惠	privilege/favorable (terms)/preferential (treatment)/discount (price)
3397	5	悠久	yōujiǔ	形	you1 jiu3	you1 jiu3	悠久	long (tradition, history etc)
3398	5	优良	yōuliáng	形	you1 liang2	you1 liang2	優良	fine/good/first-rate
3399	5	优美	yōuměi	形	you1 mei3	you1 mei3	優美	graceful/fine/elegant
3400	5	优势	yōushì	名	you1 shi4	you1 shi4	優勢	superiority/dominance/advantage
3401	5	优质	yōuzhì	形	you1 zhi4	you1 zhi4	優質	excellent quality
3402	5	由此	yóucǐ		you2 ci3	you2 ci3	由此	hereby/from this
3403	5	邮寄	yóujì	动	you2 ji4	you2 ji4	郵寄	to mail/to send by post
3404	5	邮局	yóujú	名	you2 ju2	you2 ju2	郵局	post office/CL:家[jia1],個|个[ge4]
3405	5	游览	yóulǎn	动	you2 lan3	you2 lan3	遊覽	to go sightseeing/to tour/to visit/CL:次[ci4]
3406	5	邮票	yóupiào	名	you2 piao4	you2 piao4	郵票	(postage) stamp/CL:枚[mei2],張|张[zhang1]
3407	5	油条	yóutiáo	名	you2 tiao2	you2 tiao2	油條	youtiao (deep-fried breadstick)/CL:根[gen1]/slick and sly person
3408	5	犹豫	yóuyù	形	you2 yu4	you2 yu4	猶豫	to hesitate
3409	5	有害	yǒuhài		you3 hai4	you3 hai4	有害	destructive/harmful/damaging
3410	5	有力	yǒulì	形	you3 li4	you3 li4	有力	powerful/forceful/vigorous
3411	5	有利	yǒulì	形	you3 li4	you3 li4	有利	advantageous; favorable
3412	5	有限	yǒuxiàn	形	you3 xian4	you3 xian4	有限	limited/finite
3413	5	有益	yǒuyì	形	you3 yi4	you3 yi4	有益	useful/beneficial/profitable
3414	5	有助于	yǒuzhùyú	动	you3 zhu4 yu2	you3 zhu4 yu2	有助於	to contribute to; to promote
3415	5	幼儿园	yòu’éryuán	名	you4 er2 yuan2	you4 er2 yuan2	幼兒園	kindergarten/nursery school
3416	5	娱乐	yúlè	动、名	yu2 le4	yu2 le4	娛樂	to entertain/to amuse/entertainment/recreation/amusement/hobby/fun/joy
3417	5	语气	yǔqì	名	yu3 qi4	yu3 qi4	語氣	tone/manner of speaking/mood/CL:個|个[ge4]
3418	5	雨水	yǔshuǐ	名	yu3 shui3	yu3 shui3	雨水	Yushui or Rain Water, 2nd of the 24 solar terms 二十四節氣|二十四节气 19th February-5th March/rainwater; rainfall; rain
3419	5	语文	yǔwén	名	yu3 wen2	yu3 wen2	語文	literature and language/(PRC) Chinese (as a school subject)
3420	5	语音	yǔyīn	名	yu3 yin1	yu3 yin1	語音	speech sounds/pronunciation/colloquial (rather than literary) pronunciation of a Chinese character/phonetic/audio/voice/(Internet) to voice chat/voice message
3421	5	预报	yùbào	动、名	yu4 bao4	yu4 bao4	預報	forecast
3422	5	预测	yùcè	动	yu4 ce4	yu4 ce4	預測	to forecast/to predict
3423	5	预订	yùdìng	动	yu4 ding4	yu4 ding4	預訂	to place an order/to book ahead
3424	5	预防	yùfáng	动	yu4 fang2	yu4 fang2	預防	to prevent/to take precautions against/to protect/to guard against/precautionary/prophylactic
3425	5	预计	yùjì	动	yu4 ji4	yu4 ji4	預計	to forecast/to predict/to estimate
